job_id,title,company_size,industry,city,province,work_type,experience_level,salary_cad,skills_required,degree_req,posted_date,source
CA-0908,Senior Data Analyst,Small (<50),Financial Services,Regina,Saskatchewan,Hybrid,Mid Level (2-5 yrs),82000,SQL; Python; Power BI; Tableau; Azure; R; Looker; DAX; Databricks,Bachelors Preferred,2024-02-18,LinkedIn
CA-0909,Junior Data Analyst,Small (<50),Energy,Vancouver,British Columbia,Remote,Mid Level (2-5 yrs),59000,Excel; Python; Power BI; Tableau; Azure; Git,Bachelors Required,2023-12-14,LinkedIn
CA-0910,Senior Data Analyst,Mid (50-500),Government,Vancouver,British Columbia,Hybrid,Mid Level (2-5 yrs),98000,SQL; Excel; Python; Tableau; SQL Server,Bachelors Required,2024-10-01,LinkedIn
CA-0911,Data Analyst,Small (<50),Technology,Toronto,Ontario,On-site,Senior Level (5+ yrs),,SQL; Excel; SQL Server; Git,Not Specified,2024-06-24,LinkedIn
CA-0912,Data Analyst II,Small (<50),Government,Winnipeg,Manitoba,On-site,Senior Level (5+ yrs),74000,Excel; Power BI; Tableau; SQL Server,Bachelors Preferred,2024-03-11,LinkedIn
CA-0913,Business Analyst,Mid (50-500),Healthcare,Vancouver,British Columbia,Remote,Mid Level (2-5 yrs),69000,SQL; Excel; Python; Power BI; Tableau,Bachelors Preferred,2023-11-27,Job Bank
CA-0914,Senior Data Analyst,Mid (50-500),Financial Services,Regina,Saskatchewan,On-site,Mid Level (2-5 yrs),95000,SQL; Python; Power BI; SQL Server; Jira; DAX,Bachelors Required,2023-12-14,Indeed
CA-0915,Data Analyst,Large (500+),Consulting,Toronto,Ontario,Hybrid,Entry Level (0-2 yrs),88000,SQL; Excel; Python; Power BI; SQL Server,Bachelors Required,2024-01-18,LinkedIn
CA-0916,Business Analyst,Small (<50),Technology,Ottawa,Ontario,Hybrid,Mid Level (2-5 yrs),69000,SQL; Excel; Python; Power Query,Bachelors Required,2024-02-16,LinkedIn
CA-0917,Business Intelligence Analyst,Mid (50-500),Financial Services,Ottawa,Ontario,Hybrid,Mid Level (2-5 yrs),84000,SQL; Excel; Python; Power BI; Tableau; Azure,Not Specified,2024-01-29,Job Bank
CA-0918,Business Analyst,Mid (50-500),Technology,Toronto,Ontario,On-site,Senior Level (5+ yrs),70000,SQL; Python; Looker; DAX; Power Query,Bachelors Preferred,2024-01-07,Indeed
CA-0919,Business Analyst,Mid (50-500),Retail & E-Commerce,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),72000,SQL; Excel; Tableau; R; Jira; Looker; Power Query,Bachelors Preferred,2024-08-21,Indeed
CA-0920,Senior Data Analyst,Mid (50-500),Technology,Calgary,Alberta,Hybrid,Mid Level (2-5 yrs),100000,SQL; Python; Power BI; Tableau; Power Query; Databricks,Bachelors Preferred,2023-11-19,Indeed
CA-0921,Business Intelligence Analyst,Mid (50-500),Retail & E-Commerce,Calgary,Alberta,On-site,Mid Level (2-5 yrs),77000,Excel; Python; Tableau; SQL Server; Jira; Git; Looker; DAX,Bachelors Required,2024-10-31,LinkedIn
CA-0922,Financial Data Analyst,Large (500+),Financial Services,Vancouver,British Columbia,Remote,Mid Level (2-5 yrs),95000,SQL; Excel; Power BI; Git,Bachelors Preferred,2024-03-26,Job Bank
CA-0923,Operations Analyst,Mid (50-500),Government,Montreal,Quebec,Hybrid,Entry Level (0-2 yrs),75000,SQL; Python; Power BI; Power Query; Snowflake,Not Specified,2024-01-14,Company Website
CA-0924,Junior Data Analyst,Mid (50-500),Technology,Vancouver,British Columbia,Hybrid,Mid Level (2-5 yrs),70000,SQL; Excel; Python; Power BI; Tableau; SQL Server,Bachelors Preferred,2024-07-28,Indeed
CA-0925,Business Intelligence Analyst,Large (500+),Consulting,Montreal,Quebec,Hybrid,Entry Level (0-2 yrs),82000,SQL; Excel; SQL Server; Spark; DAX,Bachelors Required,2023-10-20,LinkedIn
CA-0926,Data Analyst,Large (500+),Financial Services,Ottawa,Ontario,Remote,Mid Level (2-5 yrs),,SQL; Excel; Python; Tableau; SQL Server,Not Specified,2024-10-26,Indeed
CA-0927,Junior Data Analyst,Small (<50),Financial Services,Winnipeg,Manitoba,Hybrid,Mid Level (2-5 yrs),,SQL; Excel; Tableau; Azure,Masters Preferred,2024-07-09,Indeed
CA-0928,Business Intelligence Analyst,Mid (50-500),Financial Services,Calgary,Alberta,Remote,Mid Level (2-5 yrs),84000,Excel; Jira; DAX,Bachelors Required,2024-08-21,Job Bank
CA-0929,Marketing Data Analyst,Large (500+),Retail & E-Commerce,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),75000,SQL; Python; Tableau; Azure; R; Jira; Looker,Bachelors Preferred,2025-02-07,Glassdoor
CA-0930,Operations Analyst,Large (500+),Consulting,Montreal,Quebec,Remote,Senior Level (5+ yrs),64000,,Bachelors Required,2024-09-03,Indeed
CA-0931,Data Analyst,Mid (50-500),Healthcare,Montreal,Quebec,Hybrid,Mid Level (2-5 yrs),66000,SQL; SQL Server; Azure,Bachelors Preferred,2024-05-01,Job Bank
CA-0932,HR Data Analyst,Large (500+),Financial Services,Calgary,Alberta,Hybrid,Mid Level (2-5 yrs),,SQL; Python; SQL Server; Azure,Not Specified,2023-12-25,LinkedIn
CA-0933,Business Intelligence Analyst,Small (<50),Manufacturing,Victoria,British Columbia,On-site,Mid Level (2-5 yrs),90000,SQL; Excel; Power BI; Tableau; Azure; Jira; Spark,Masters Preferred,2024-03-18,Indeed
CA-0934,Senior Data Analyst,Mid (50-500),Telecommunications,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),114000,SQL; Excel; Python; Power BI,Bachelors Required,2024-12-14,LinkedIn
CA-0935,Data Analyst,Large (500+),Healthcare,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),80000,SQL; Excel; Azure; Git; Power Query,Bachelors Preferred,2023-12-23,Indeed
CA-0936,Data Analyst,Small (<50),Healthcare,Waterloo,Ontario,On-site,Mid Level (2-5 yrs),,SQL; Excel; Python; Power BI; Tableau,Masters Preferred,2023-12-28,Indeed
CA-0937,Financial Data Analyst,Mid (50-500),Manufacturing,Saskatoon,Saskatchewan,Remote,Mid Level (2-5 yrs),65000,SQL; Excel; Python; R; DAX,Bachelors Required,2024-03-17,Glassdoor
CA-0938,Data Analyst,Mid (50-500),Consulting,Saskatoon,Saskatchewan,Hybrid,Mid Level (2-5 yrs),,SQL; Excel; Python; Tableau; R; Spark; DAX; Databricks,Bachelors Required,2023-12-28,Indeed
CA-0939,Business Intelligence Analyst,Large (500+),Telecommunications,Toronto,Ontario,Remote,Mid Level (2-5 yrs),83000,SQL; Python; DAX; Snowflake,Bachelors Required,2024-02-25,Job Bank
CA-0940,Business Analyst,Mid (50-500),Financial Services,Ottawa,Ontario,Hybrid,Entry Level (0-2 yrs),68000,SQL; Python; Power BI; Tableau,Bachelors Required,2024-08-22,Indeed
CA-0941,Data Analyst,Mid (50-500),Government,Toronto,Ontario,Remote,Senior Level (5+ yrs),88000,SQL; Excel; Power BI; SQL Server; Jira; Git; DAX; Power Query,Not Specified,2024-07-26,LinkedIn
CA-0942,Junior Data Analyst,Large (500+),Telecommunications,Toronto,Ontario,Remote,Mid Level (2-5 yrs),,SQL; Excel; Python; Power BI; SQL Server; Git; DAX; Power Query,Bachelors Required,2023-10-20,Indeed
CA-0943,Business Analyst,Mid (50-500),Technology,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),76000,SQL; Python; Tableau; SQL Server; Jira,Not Specified,2024-09-29,LinkedIn
CA-0944,Data Analyst,Mid (50-500),Healthcare,Toronto,Ontario,Remote,Senior Level (5+ yrs),85000,SQL; Excel; Python; Power BI,Bachelors Required,2025-01-26,Glassdoor
CA-0945,Junior Data Analyst,Mid (50-500),Energy,Vancouver,British Columbia,Hybrid,Senior Level (5+ yrs),67000,Excel; Python; Power BI; R; Jira; Git,Bachelors Required,2024-09-17,Company Website
CA-0946,HR Data Analyst,Large (500+),Energy,Toronto,Ontario,Remote,Mid Level (2-5 yrs),70000,SQL; Excel; Python; Power BI,Not Specified,2023-11-25,Job Bank
CA-0947,Business Intelligence Analyst,Large (500+),Technology,Toronto,Ontario,Hybrid,Entry Level (0-2 yrs),88000,SQL; Excel; Python; Power BI; DAX,Masters Preferred,2025-01-02,Job Bank
CA-0948,Data Analyst,Mid (50-500),Consulting,Montreal,Quebec,On-site,Mid Level (2-5 yrs),68000,SQL; Excel; Python; Power BI,Bachelors Preferred,2024-08-10,Job Bank
CA-0949,Business Intelligence Analyst,Large (500+),Technology,Vancouver,British Columbia,Remote,Senior Level (5+ yrs),76000,Power BI; Tableau; SQL Server; Jira; DAX,Not Specified,2024-04-24,Job Bank
CA-0950,Data Analyst II,Small (<50),Healthcare,Ottawa,Ontario,On-site,Entry Level (0-2 yrs),82000,SQL Server; R; DAX; Power Query,Bachelors Required,2024-12-12,Glassdoor
CA-0951,Senior Data Analyst,Mid (50-500),Energy,Ottawa,Ontario,Remote,Mid Level (2-5 yrs),100000,SQL; Excel; Python; Power BI; Tableau; Azure; R,Bachelors Required,2025-02-05,Job Bank
CA-0952,Data Analyst,Small (<50),Financial Services,Montreal,Quebec,Hybrid,Mid Level (2-5 yrs),,SQL; Python,Bachelors Required,2024-12-06,Glassdoor
CA-0953,Senior Data Analyst,Large (500+),Technology,Ottawa,Ontario,Hybrid,Entry Level (0-2 yrs),106000,Excel; Python; Power BI; Tableau; SQL Server; Azure; Looker,Not Specified,2024-06-14,LinkedIn
CA-0954,Data Analyst,Large (500+),Healthcare,Vancouver,British Columbia,Remote,Senior Level (5+ yrs),85000,SQL; Excel; Power BI; SQL Server; Git; Spark,Bachelors Required,2024-01-02,LinkedIn
CA-0955,Data Analyst,Small (<50),Financial Services,Edmonton,Alberta,Remote,Senior Level (5+ yrs),72000,SQL; Power BI; Tableau; SQL Server; Azure; Jira; Looker,Bachelors Preferred,2023-12-11,Glassdoor
CA-0956,Data Analyst,Mid (50-500),Government,Edmonton,Alberta,Remote,Mid Level (2-5 yrs),81000,SQL; Tableau; SQL Server; Jira,Not Specified,2024-03-05,Job Bank
CA-0957,Business Intelligence Analyst,Mid (50-500),Technology,Regina,Saskatchewan,Hybrid,Senior Level (5+ yrs),70000,SQL; Excel; Power BI; Tableau; Git,Bachelors Preferred,2023-12-24,Indeed
CA-0958,Senior Data Analyst,Small (<50),Healthcare,Saskatoon,Saskatchewan,Remote,Entry Level (0-2 yrs),85000,Excel; Python; Power BI; Tableau; SQL Server; DAX; Databricks,Bachelors Required,2023-11-28,LinkedIn
CA-0959,Junior Data Analyst,Large (500+),Government,Vancouver,British Columbia,On-site,Entry Level (0-2 yrs),65000,Excel; Power BI; Tableau; Git; Power Query,Bachelors Required,2025-01-10,Glassdoor
CA-0960,Business Intelligence Analyst,Mid (50-500),Manufacturing,Toronto,Ontario,Remote,Mid Level (2-5 yrs),83000,SQL; Excel; Python; Git; Spark; Power Query,Bachelors Preferred,2024-10-30,LinkedIn
CA-0961,Financial Data Analyst,Mid (50-500),Financial Services,Victoria,British Columbia,Hybrid,Mid Level (2-5 yrs),80000,SQL; Python; Azure; R; Jira; Snowflake,Masters Preferred,2024-07-10,Glassdoor
CA-0962,Data Analyst,Mid (50-500),Financial Services,Montreal,Quebec,Hybrid,Entry Level (0-2 yrs),71000,SQL; Excel; Python; Spark; Power Query,Not Specified,2023-12-28,LinkedIn
CA-0963,Marketing Data Analyst,Mid (50-500),Government,Edmonton,Alberta,Hybrid,Mid Level (2-5 yrs),75000,Excel; Power BI; Tableau; Jira; Looker; DAX,Not Specified,2023-11-13,LinkedIn
CA-0964,Senior Data Analyst,Large (500+),Technology,Toronto,Ontario,On-site,Mid Level (2-5 yrs),112000,SQL; Excel; Python; Tableau,Bachelors Required,2025-01-03,LinkedIn
CA-0965,Financial Data Analyst,Large (500+),Manufacturing,Waterloo,Ontario,Remote,Mid Level (2-5 yrs),82000,Excel; Python; Power BI; SQL Server; R; Git; DAX,Not Specified,2025-03-29,LinkedIn
CA-0966,Business Analyst,Mid (50-500),Financial Services,Winnipeg,Manitoba,On-site,Entry Level (0-2 yrs),59000,SQL; Python; R; Git; DAX,Masters Preferred,2024-10-14,Glassdoor
CA-0967,Data Analyst,Large (500+),Consulting,Ottawa,Ontario,Remote,Senior Level (5+ yrs),85000,SQL; Python; Power BI; Azure; R,Masters Preferred,2024-11-10,Indeed
CA-0968,Data Analyst,Large (500+),Telecommunications,Montreal,Quebec,Remote,Mid Level (2-5 yrs),81000,SQL; Excel; Python; Power BI,Bachelors Preferred,2024-02-28,Job Bank
CA-0969,Business Analyst,Large (500+),Healthcare,Calgary,Alberta,On-site,Entry Level (0-2 yrs),88000,SQL; Excel; SQL Server; R; DAX; Databricks,Not Specified,2025-01-19,LinkedIn
CA-0970,Data Analyst II,Mid (50-500),Manufacturing,Vancouver,British Columbia,Remote,Senior Level (5+ yrs),94000,Excel; Python; Git; DAX,Bachelors Required,2024-05-26,LinkedIn
CA-0971,Junior Data Analyst,Mid (50-500),Telecommunications,Ottawa,Ontario,Hybrid,Mid Level (2-5 yrs),72000,SQL; Excel; Python; Tableau; DAX; Snowflake,Not Specified,2024-11-08,LinkedIn
CA-0972,Data Analyst,Large (500+),Energy,Vancouver,British Columbia,Hybrid,Mid Level (2-5 yrs),76000,SQL; Excel; Python; Power BI; Tableau; SQL Server; Azure; Looker; Power Query,Not Specified,2023-12-18,Indeed
CA-0973,Business Analyst,Mid (50-500),Government,Ottawa,Ontario,Remote,Senior Level (5+ yrs),,SQL; Excel; Tableau; SQL Server; Jira; DAX; Power Query,Bachelors Required,2024-05-07,Job Bank
CA-0974,Senior Data Analyst,Small (<50),Financial Services,Waterloo,Ontario,Hybrid,Mid Level (2-5 yrs),108000,SQL; Excel; Python,Bachelors Required,2023-12-28,LinkedIn
CA-0975,Senior Data Analyst,Large (500+),Technology,Calgary,Alberta,Hybrid,Entry Level (0-2 yrs),97000,SQL; Python; Tableau; SQL Server; Jira,Bachelors Required,2024-04-18,Glassdoor
CA-0976,Data Analyst,Mid (50-500),Technology,Edmonton,Alberta,Hybrid,Senior Level (5+ yrs),,SQL; Excel; Python; SQL Server,Bachelors Preferred,2025-01-28,Indeed
CA-0977,Business Analyst,Small (<50),Energy,Calgary,Alberta,On-site,Senior Level (5+ yrs),87000,SQL; Excel; Python; Git; DAX,Not Specified,2025-01-03,Indeed
CA-0978,Financial Data Analyst,Large (500+),Technology,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),,SQL; Python; Power BI; Tableau; R; Git; Power Query,Not Specified,2024-05-13,LinkedIn
CA-0979,Data Analyst,Small (<50),Retail & E-Commerce,Calgary,Alberta,Hybrid,Mid Level (2-5 yrs),83000,SQL; Excel; Tableau; Azure,Bachelors Preferred,2025-02-07,Company Website
CA-0980,Operations Analyst,Mid (50-500),Technology,Ottawa,Ontario,Remote,Entry Level (0-2 yrs),,SQL; Excel; Power BI; SQL Server; Jira,Bachelors Required,2024-07-28,Indeed
CA-0981,Junior Data Analyst,Mid (50-500),Financial Services,Vancouver,British Columbia,Remote,Mid Level (2-5 yrs),62000,SQL; Excel; Python; Power BI; SQL Server; Jira,Not Specified,2024-09-01,LinkedIn
CA-0982,HR Data Analyst,Large (500+),Retail & E-Commerce,Vancouver,British Columbia,Remote,Entry Level (0-2 yrs),70000,SQL; Excel; Python; Power BI; Tableau; SQL Server; Looker,Masters Preferred,2024-10-10,LinkedIn
CA-0983,Data Analyst,Small (<50),Telecommunications,Montreal,Quebec,Remote,Mid Level (2-5 yrs),64000,SQL; Tableau,Not Specified,2024-06-27,Indeed
CA-0984,Financial Data Analyst,Large (500+),Financial Services,Montreal,Quebec,Hybrid,Mid Level (2-5 yrs),74000,SQL; Python; Power BI; Tableau; SQL Server; Azure; Git,Bachelors Required,2024-12-12,Indeed
CA-0985,Junior Data Analyst,Mid (50-500),Energy,Saskatoon,Saskatchewan,Hybrid,Mid Level (2-5 yrs),64000,SQL; Excel; Power BI; Tableau,Bachelors Preferred,2025-01-19,Indeed
CA-0986,Business Analyst,Small (<50),Government,Halifax,Nova Scotia,Remote,Entry Level (0-2 yrs),64000,Excel; Python; Power BI; SQL Server; Jira; Git; Spark; Power Query,Not Specified,2023-11-02,LinkedIn
CA-0987,Data Analyst,Large (500+),Healthcare,Calgary,Alberta,On-site,Senior Level (5+ yrs),70000,SQL; Excel; Python; Power BI; Git,Bachelors Required,2023-10-18,Indeed
CA-0988,Business Intelligence Analyst,Mid (50-500),Financial Services,Ottawa,Ontario,Hybrid,Entry Level (0-2 yrs),93000,SQL; Excel; Python; Azure,Masters Preferred,2025-02-01,LinkedIn
CA-0989,Data Analyst II,Small (<50),Consulting,Montreal,Quebec,Hybrid,Senior Level (5+ yrs),81000,SQL; Excel; Git,Bachelors Required,2024-08-24,Indeed
CA-0990,Business Intelligence Analyst,Large (500+),Consulting,Toronto,Ontario,On-site,Mid Level (2-5 yrs),99000,SQL; Excel; Python; Power BI; Tableau; Power Query,Not Specified,2025-01-10,LinkedIn
CA-0991,Senior Data Analyst,Mid (50-500),Technology,Calgary,Alberta,Remote,Entry Level (0-2 yrs),,SQL; Excel; SQL Server; Git; DAX,Bachelors Preferred,2024-10-29,Glassdoor
CA-0992,Business Analyst,Mid (50-500),Healthcare,Toronto,Ontario,Remote,Entry Level (0-2 yrs),71000,SQL; Python; Power BI; Azure; R,Bachelors Preferred,2025-03-01,Indeed
CA-0993,Data Analyst,Mid (50-500),Government,Toronto,Ontario,Remote,Mid Level (2-5 yrs),,Excel; Python; Power BI; SQL Server; Azure; R; Looker,Bachelors Preferred,2023-10-09,Indeed
CA-0994,Data Analyst,Mid (50-500),Technology,Vancouver,British Columbia,Remote,Mid Level (2-5 yrs),89000,Excel; Power BI; Tableau; Azure; R,Bachelors Required,2023-12-26,LinkedIn
CA-0995,Business Analyst,Large (500+),Technology,Montreal,Quebec,Hybrid,Senior Level (5+ yrs),65000,SQL; Excel; Power BI; R; Jira; Git; Power Query; Snowflake,Bachelors Required,2024-04-19,LinkedIn
CA-0996,Financial Data Analyst,Mid (50-500),Financial Services,Toronto,Ontario,Remote,Mid Level (2-5 yrs),,SQL; Excel; Python; SQL Server; R; Jira; Looker,Not Specified,2025-03-01,Indeed
CA-0997,Business Analyst,Large (500+),Financial Services,Saskatoon,Saskatchewan,Remote,Entry Level (0-2 yrs),,SQL; Excel; Spark,Bachelors Required,2024-12-05,Job Bank
CA-0998,Business Intelligence Analyst,Small (<50),Consulting,Saskatoon,Saskatchewan,Hybrid,Entry Level (0-2 yrs),79000,SQL; Excel; Power Query; Databricks,Bachelors Preferred,2024-06-10,Job Bank
CA-0999,Senior Data Analyst,Large (500+),Retail & E-Commerce,Ottawa,Ontario,Remote,Mid Level (2-5 yrs),115000,SQL; Excel; Power BI; DAX; Power Query,Bachelors Required,2023-11-14,Indeed
CA-1000,Data Analyst II,Small (<50),Consulting,Toronto,Ontario,Remote,Senior Level (5+ yrs),81000,SQL; Python; Power BI; Jira; Git,Bachelors Required,2023-12-07,LinkedIn
CA-1001,Data Analyst,Large (500+),Retail & E-Commerce,Montreal,Quebec,Remote,Entry Level (0-2 yrs),65000,SQL; Excel; Azure; DAX; Power Query,Not Specified,2024-12-17,Job Bank
CA-1002,Data Analyst,Mid (50-500),Government,Vancouver,British Columbia,Remote,Senior Level (5+ yrs),77000,SQL; Power BI; Tableau; Snowflake,Bachelors Required,2025-01-02,Job Bank
CA-1003,Data Analyst,Mid (50-500),Technology,Montreal,Quebec,Hybrid,Mid Level (2-5 yrs),66000,SQL; Python; Power BI; Tableau,Masters Preferred,2024-01-20,Indeed
CA-1004,Junior Data Analyst,Large (500+),Retail & E-Commerce,Vancouver,British Columbia,Hybrid,Senior Level (5+ yrs),64000,SQL; Excel; Python; Power BI; Tableau; SQL Server; Jira,Bachelors Required,2024-02-12,LinkedIn
CA-1005,Data Analyst,Large (500+),Government,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),88000,SQL; Excel; Power BI; Tableau; Azure; Jira; Git,Masters Preferred,2024-05-03,Indeed
CA-1006,Business Analyst,Small (<50),Financial Services,Calgary,Alberta,On-site,Entry Level (0-2 yrs),83000,Excel; Python; SQL Server; Azure; Git; DAX; Snowflake,Bachelors Preferred,2024-12-01,Indeed
CA-1007,Operations Analyst,Mid (50-500),Consulting,Vancouver,British Columbia,Remote,Mid Level (2-5 yrs),68000,SQL; Excel; SQL Server; Azure,Not Specified,2024-04-24,Indeed
CA-1008,Junior Data Analyst,Mid (50-500),Energy,Waterloo,Ontario,Remote,Mid Level (2-5 yrs),63000,SQL; Excel; Power BI; Tableau; SQL Server; R; Jira,Not Specified,2024-09-09,LinkedIn
CA-1009,Data Analyst,Large (500+),Technology,Victoria,British Columbia,Hybrid,Senior Level (5+ yrs),74000,SQL; Excel; Python; Power BI; Tableau; Jira; Spark; Power Query,Bachelors Required,2024-02-18,LinkedIn
CA-1010,Business Intelligence Analyst,Large (500+),Technology,Winnipeg,Manitoba,Hybrid,Senior Level (5+ yrs),85000,SQL; Excel; Tableau; R,Bachelors Required,2023-11-30,LinkedIn
CA-1011,HR Data Analyst,Large (500+),Financial Services,Ottawa,Ontario,Hybrid,Mid Level (2-5 yrs),,SQL; Excel; Python; Power BI,Bachelors Required,2024-04-04,Job Bank
CA-1012,Senior Data Analyst,Mid (50-500),Healthcare,Calgary,Alberta,On-site,Entry Level (0-2 yrs),92000,SQL; Excel; Python; Tableau; Azure; Git; Snowflake,Masters Preferred,2024-08-12,Company Website
CA-1013,Marketing Data Analyst,Mid (50-500),Consulting,Regina,Saskatchewan,Remote,Mid Level (2-5 yrs),,SQL; Python; Power BI; Tableau; Azure; Jira,Bachelors Required,2024-04-22,Indeed
CA-1014,Junior Data Analyst,Mid (50-500),Telecommunications,Vancouver,British Columbia,Remote,Entry Level (0-2 yrs),63000,SQL; Excel; Jira,Bachelors Preferred,2024-10-26,Company Website
CA-1015,Data Analyst,Mid (50-500),Energy,Vancouver,British Columbia,Remote,Mid Level (2-5 yrs),86000,SQL; Power BI; Tableau; SQL Server; Azure,Masters Preferred,2024-02-11,Company Website
CA-1016,Data Analyst,Large (500+),Technology,Ottawa,Ontario,On-site,Mid Level (2-5 yrs),,SQL; Excel; Python; Tableau,Bachelors Preferred,2025-03-24,Company Website
CA-1017,Junior Data Analyst,Large (500+),Technology,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),76000,SQL; Excel; Tableau; Azure; Jira; Git; Databricks,Bachelors Preferred,2024-12-14,Indeed
CA-1018,Data Analyst,Mid (50-500),Consulting,Ottawa,Ontario,Hybrid,Entry Level (0-2 yrs),,SQL; Excel; Python; Power BI; Tableau; R; Spark,Masters Preferred,2024-04-16,LinkedIn
CA-1019,Junior Data Analyst,Small (<50),Technology,Toronto,Ontario,On-site,Mid Level (2-5 yrs),71000,SQL; Power BI; R; Jira; Power Query,Bachelors Preferred,2024-12-16,Indeed
CA-1020,Data Analyst,Mid (50-500),Technology,Montreal,Quebec,Remote,Senior Level (5+ yrs),,SQL; Excel; Power BI; SQL Server; Azure; R,Bachelors Required,2024-08-05,Indeed
CA-1021,Junior Data Analyst,Mid (50-500),Financial Services,Toronto,Ontario,On-site,Mid Level (2-5 yrs),,SQL; Excel; Tableau; SQL Server; R; Jira,Masters Preferred,2024-12-04,Indeed
CA-1022,Financial Data Analyst,Mid (50-500),Government,Mississauga,Ontario,Hybrid,Mid Level (2-5 yrs),77000,SQL; Excel; Python; Power BI; Looker; DAX; Snowflake,Masters Preferred,2024-03-23,Indeed
CA-1023,Business Intelligence Analyst,Mid (50-500),Retail & E-Commerce,Calgary,Alberta,Remote,Senior Level (5+ yrs),84000,SQL; Excel; Python; Power BI; Tableau,Masters Preferred,2024-05-11,LinkedIn
CA-1024,Business Intelligence Analyst,Mid (50-500),Healthcare,Toronto,Ontario,On-site,Mid Level (2-5 yrs),105000,SQL; Excel; Power BI; Tableau; SQL Server; Azure; R,Bachelors Preferred,2024-09-25,Indeed
CA-1025,Data Analyst,Large (500+),Telecommunications,Vancouver,British Columbia,Hybrid,Entry Level (0-2 yrs),85000,SQL; Excel; Power BI; Azure; Git; Snowflake,Not Specified,2025-03-28,Job Bank
CA-1026,Business Intelligence Analyst,Large (500+),Healthcare,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),101000,Excel; Python; Power BI; Tableau; SQL Server; DAX,Not Specified,2024-09-21,LinkedIn
CA-1027,Data Analyst,Large (500+),Government,Mississauga,Ontario,Hybrid,Senior Level (5+ yrs),68000,SQL; Excel; Power BI; Tableau; SQL Server; Azure; R; Power Query,Masters Preferred,2024-08-03,LinkedIn
CA-1028,Data Analyst,Mid (50-500),Retail & E-Commerce,Calgary,Alberta,Hybrid,Senior Level (5+ yrs),72000,SQL; Excel; Python; Power BI; Tableau; Jira; Spark,Bachelors Preferred,2024-02-05,Indeed
CA-1029,Junior Data Analyst,Mid (50-500),Technology,Edmonton,Alberta,Hybrid,Entry Level (0-2 yrs),66000,SQL; Excel; Python; Power BI; Snowflake,Bachelors Preferred,2023-12-19,LinkedIn
CA-1030,Business Intelligence Analyst,Large (500+),Technology,Calgary,Alberta,On-site,Mid Level (2-5 yrs),99000,SQL; Python; Power BI; Tableau; SQL Server; Jira,Not Specified,2024-04-14,LinkedIn
CA-1031,Senior Data Analyst,Mid (50-500),Financial Services,Edmonton,Alberta,Remote,Entry Level (0-2 yrs),115000,SQL; Excel; Python; Power BI; Spark; Power Query,Not Specified,2024-08-19,Glassdoor
CA-1032,Business Intelligence Analyst,Small (<50),Financial Services,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),92000,SQL; Excel; Python; Tableau; Azure; R,Bachelors Required,2024-01-03,Indeed
CA-1033,Senior Data Analyst,Large (500+),Telecommunications,Toronto,Ontario,Remote,Entry Level (0-2 yrs),122000,SQL; Excel; Python; Power BI; SQL Server; R; Jira,Bachelors Preferred,2023-12-16,Glassdoor
CA-1034,Business Analyst,Mid (50-500),Consulting,Toronto,Ontario,Remote,Senior Level (5+ yrs),82000,SQL; Excel; Python; Power BI,Bachelors Preferred,2024-03-22,LinkedIn
CA-1035,Financial Data Analyst,Mid (50-500),Technology,Toronto,Ontario,On-site,Mid Level (2-5 yrs),81000,SQL; Power BI; Tableau; Power Query; Snowflake,Bachelors Required,2024-09-23,LinkedIn
CA-1036,Senior Data Analyst,Mid (50-500),Consulting,Toronto,Ontario,Remote,Mid Level (2-5 yrs),95000,SQL; Excel; SQL Server; Azure; Spark; DAX,Bachelors Required,2025-01-21,LinkedIn
CA-1037,Senior Data Analyst,Large (500+),Healthcare,Toronto,Ontario,On-site,Senior Level (5+ yrs),105000,SQL; Excel; Python; Power BI; Tableau,Bachelors Preferred,2024-09-24,LinkedIn
CA-1038,HR Data Analyst,Mid (50-500),Technology,Calgary,Alberta,Hybrid,Senior Level (5+ yrs),,SQL; Excel; Python; Tableau; R; Jira,Not Specified,2025-01-01,Job Bank
CA-1039,Data Analyst II,Small (<50),Healthcare,Mississauga,Ontario,Hybrid,Mid Level (2-5 yrs),,SQL; Excel; Python; Power BI,Not Specified,2023-10-14,Job Bank
CA-1040,Data Analyst,Mid (50-500),Government,Mississauga,Ontario,Remote,Senior Level (5+ yrs),67000,SQL; Excel; Python; Power BI; Tableau; Azure; Git,Bachelors Preferred,2023-12-24,Job Bank
CA-1041,Business Intelligence Analyst,Small (<50),Financial Services,Mississauga,Ontario,Remote,Mid Level (2-5 yrs),,SQL; Excel; SQL Server; Looker,Bachelors Required,2025-02-08,Indeed
CA-1042,Business Intelligence Analyst,Small (<50),Telecommunications,Edmonton,Alberta,On-site,Mid Level (2-5 yrs),93000,SQL; Excel; Databricks,Bachelors Required,2023-12-23,Job Bank
